Date,HeureDebut,Duree,Cours,CodeCours,Local,Site,ConcatAnneeEtudeSection_UF
2024-01-17,16:0,120,Logique et programmation orientée web (Théorie),T1031,L115,LLN,1° Technologie de l'informatique
2024-01-17,16:0,120,Logique et programmation orientée web (Théorie),T1031,L118,LLN,1° Technologie de l'informatique
2024-01-17,16:0,120,Logique et programmation orientée web (Théorie),T1031,L120,LLN,1° Technologie de l'informatique
2024-01-17,16:0,120,Logique et programmation orientée web (Théorie),T1031,L121,LLN,1° Technologie de l'informatique
2024-01-17,8:30,30,Anglais premier quadrimestre,C110EN1,103,WLW,1° Comptabilité
2024-01-17,8:30,60,Marketing management et organisat° des entreprises,C103,101,WLW,1° Comptabilité
2024-01-17,8:30,30,Droit constitutionnel,J103,205,WLW,1° Droit
2024-01-17,8:30,30,Droit des contrats et de la responsabilité,B102,S22,WLW,1° e-business
2024-01-17,8:30,30,Droit des contrats et de la responsabilité,B102,S23,WLW,1° e-business
2024-01-17,8:30,30,Droit des contrats et de la responsabilité,B102,S24,WLW,1° e-business
2024-01-17,8:30,30,Anglais premier quadrimestre,B111EN1,206,WLW,1° e-business
2024-01-17,8:30,30,Anglais premier quadrimestre,B111EN1,LR10,LLN,1° e-business
2024-01-17,8:30,30,Anglais premier quadrimestre,B111EN1,S25,WLW,1° e-business
2024-01-17,8:30,30,Anglais premier quadrimestre,B111EN1,S28,WLW,1° e-business
2024-01-17,8:30,30,Anglais premier quadrimestre,B111EN1,Teams Oral,WLW,1° e-business
2024-01-17,8:30,30,Soft skills au service de l'entreprise,B1211,S27,WLW,1° e-business
2024-01-17,8:30,60,Anglais premier quadrimestre,X112EN1,106,WLW,1° International Business
2024-01-17,8:30,60,Néerlandais premier quadrimestre,X113NL1,207,WLW,1° International Business
2024-01-17,8:30,120,Com. prof. français écrit,AM1FE,-2 SALLE,EUR,1° Management du tourisme et des loisirs
2024-01-17,8:30,120,Com. prof. français écrit,AM1FE,03-04,EUR,1° Management du tourisme et des loisirs
2024-01-17,8:30,120,Com. prof. français écrit,AM1FE,L134,LLN,1° Management du tourisme et des loisirs
2024-01-17,8:30,120,Com. prof. français écrit,AM1FE,LA02,LLN,1° Management du tourisme et des loisirs
2024-01-17,8:30,30,Néerlandais premier quadrimestre,MK112NL1,203,WLW,1° Marketing
2024-01-17,8:30,120,Logique programmée,A2061,S22 (sch),SCH,2° Automatisation
2024-01-17,8:30,120,Droit des sociétés et des associations,C2021,A01,WLW,2° Comptabilité
2024-01-17,8:30,120,Droit des sociétés et des associations,C2021,L124,LLN,2° Comptabilité
2024-01-17,8:30,120,Droit des sociétés et des associations,C2021,L125,LLN,2° Comptabilité
2024-01-17,8:30,120,Droit des sociétés et des associations,C2021,L134,LLN,2° Comptabilité
2024-01-17,8:30,120,Droit des sociétés et des associations,C2021,R23,WLW,2° Comptabilité
2024-01-17,8:30,60,Anglais juridique I,J2061,105,WLW,2° Droit
2024-01-17,8:30,120,Marketing digital (EN),B205EN,BR 01&02,WLW,2° e-business
2024-01-17,8:30,120,Marketing digital (EN),B205EN,R23,WLW,2° e-business
2024-01-17,8:30,120,Marketing digital (FR),B205FR,A03,WLW,2° e-business
2024-01-17,8:30,120,Marketing digital (FR),B205FR,A04,WLW,2° e-business
2024-01-17,8:30,120,Marketing digital (FR),B205FR,L134,LLN,2° e-business
2024-01-17,8:30,120,Marketing digital (FR),B205FR,LA01,LLN,2° e-business
2024-01-17,8:30,120,Marketing digital (FR),B205FR,R23,WLW,2° e-business
2024-01-17,8:30,90,Introduction à l’électronique et à la robotique,E2041,S13,SCH,2° Electromécanique
2024-01-17,8:30,90,Introduction à l’électronique et à la robotique,E2041,S30 (sch),SCH,2° Electromécanique
2024-01-17,8:30,60,Anglais des affaires I premier quadrimestre,X2021,R04,WLW,2° International Business
2024-01-17,8:30,30,Comm. prof. en Anglais,AM2AN,24,EUR,2° Management du tourisme et des loisirs
2024-01-17,8:30,30,Comm. prof. en Anglais,AM2AN,33,EUR,2° Management du tourisme et des loisirs
2024-01-17,8:30,30,Néerlandais des affaires premier quadrimestre,MK205NL1,128,WLW,2° Marketing
2024-01-17,8:30,30,Néerlandais des affaires premier quadrimestre,MK205NL1,LR11,LLN,2° Marketing
2024-01-17,8:30,30,Néerlandais des affaires premier quadrimestre,MK205NL1,LR12,LLN,2° Marketing
2024-01-17,8:30,30,Néerlandais des affaires premier quadrimestre,MK205NL1,LR13,LLN,2° Marketing
2024-01-17,8:30,30,Néerlandais des affaires premier quadrimestre,MK205NL1,LR14,LLN,2° Marketing
2024-01-17,8:30,30,Néerlandais des affaires premier quadrimestre,MK205NL1,LR15,LLN,2° Marketing
2024-01-17,8:30,30,Sustainable B-to-B strategies & supply chain (EN),MK2131EN,104,WLW,2° Marketing
2024-01-17,8:30,30,Systèmes d'exploitation II (Théorie),T2051,LR08,LLN,2° Technologie de l'informatique
2024-01-17,8:30,15,Introduction aux progiciels de gestion intégrés,C3073GEST,204,WLW,3° Comptabilité
2024-01-17,8:30,60,TVA,J3032,S26,WLW,3° Droit
2024-01-17,8:30,30,Plan financier,B3032,LR09,LLN,3° e-business
2024-01-17,8:30,90,Global Supply Chain Processes,X3012SCM,A02,WLW,3° International Business
2024-01-17,8:30,60,Anglais : Sales Management,MK3031VEN,R07,WLW,3° Marketing
2024-01-17,8:30,90,Gestion des données II,T302,L122,LLN,3° Technologie de l'informatique
2024-01-17,8:30,90,Gestion des données II,T302,L123,LLN,3° Technologie de l'informatique
2024-01-17,8:30,90,Gestion des données II,T302,L134,LLN,3° Technologie de l'informatique
2024-01-17,9:0,60,Marketing management et organisat° des entreprises,C103,107,WLW,1° Comptabilité
2024-01-17,9:0,60,Marketing management et organisat° des entreprises,C103,LR07,LLN,1° Comptabilité
2024-01-17,9:0,60,Labo DC,E1152,TLAB,SCH,1° Electromécanique
2024-01-17,9:0,120,Identification & formalisation besoins techniques,TS4TECH,R26,WLW,3° Technologies de la santé
2024-01-17,9:30,30,Italien: commu E / O,AE3IT,21,EUR,3° Assistant de direction
2024-01-17,9:30,30,Communication en Italien,AM3IT,21,EUR,3° Management du tourisme et des loisirs
2024-01-18,10:0,30,Anglais premier quadrimestre,C110EN1,103,WLW,1° Comptabilité
2024-01-18,10:0,30,Anglais premier quadrimestre,C110EN1,104,WLW,1° Comptabilité
2024-01-18,10:0,30,Anglais premier quadrimestre,C110EN1,107,WLW,1° Comptabilité
2024-01-18,10:0,30,Anglais premier quadrimestre,C110EN1,207,WLW,1° Comptabilité
2024-01-18,10:0,60,Marketing management et organisat° des entreprises,C103,101,WLW,1° Comptabilité
2024-01-18,10:0,30,Anglais premier quadrimestre,B111EN1,S29,WLW,1° e-business
2024-01-18,10:0,30,Anglais premier quadrimestre,B111EN1,S30,WLW,1° e-business
2024-01-18,10:0,60,Anglais premier quadrimestre,X112EN1,A01,WLW,1° International Business
2024-01-18,10:0,60,Anglais premier quadrimestre,X112EN1,A02,WLW,1° International Business
2024-01-18,10:0,60,Anglais premier quadrimestre,X112EN1,A03,WLW,1° International Business
2024-01-18,10:0,60,Anglais premier quadrimestre,X112EN1,A04,WLW,1° International Business
2024-01-18,10:0,60,Anglais premier quadrimestre,X112EN1,BA05,WLW,1° International Business
2024-01-18,10:0,60,Anglais premier quadrimestre,X112EN1,BA06,WLW,1° International Business
2024-01-18,10:0,60,Anglais premier quadrimestre,X112EN1,R24,WLW,1° International Business
2024-01-18,10:0,10,Distribution,MK1082,LR10,LLN,1° Marketing
2024-01-18,10:0,60,Distribution,MK1082,B 11&12,WLW,1° Marketing
2024-01-18,10:0,60,Distribution,MK1082,B 21&22,WLW,1° Marketing
2024-01-18,10:0,60,Distribution,MK1082,BR 01&02,WLW,1° Marketing
2024-01-18,10:0,60,Distribution,MK1082,BS 01&02,WLW,1° Marketing
2024-01-18,10:0,60,Distribution,MK1082,L128&L129,LLN,1° Marketing
2024-01-18,10:0,60,Distribution,MK1082,L130&L131,LLN,1° Marketing
2024-01-18,10:0,60,Distribution,MK1082,L134,LLN,1° Marketing
2024-01-18,10:0,60,Distribution,MK1082,LA01,LLN,1° Marketing
2024-01-18,10:0,60,Distribution,MK1082,LA02,LLN,1° Marketing
2024-01-18,10:0,60,Distribution,MK1082,R23,WLW,1° Marketing
2024-01-18,10:0,60,Distribution,MK1082,R25,WLW,1° Marketing
2024-01-18,10:0,60,Distribution,MK1082,R27,WLW,1° Marketing
2024-01-18,10:0,60,Distribution,MK1082,R28,WLW,1° Marketing
2024-01-18,10:0,60,Distribution,MK1082,S21,WLW,1° Marketing
2024-01-18,10:0,60,Distribution,MK1082,S22,WLW,1° Marketing
2024-01-18,10:0,60,Distribution,MK1082,S23,WLW,1° Marketing
2024-01-18,10:0,60,Distribution,MK1082,S24,WLW,1° Marketing
2024-01-18,10:0,60,Distribution,MK1082,S27,WLW,1° Marketing
2024-01-18,10:0,60,Distribution,MK1082,SPV 1&2,WLW,1° Marketing
2024-01-18,10:30,30,Anglais premier quadrimestre,C110EN1,LR07,LLN,1° Comptabilité
2024-01-18,10:30,60,Intro HVAC,E2144,S13,SCH,2° Electromécanique
2024-01-18,10:45,30,Communication en Chinois,AE1CH,31,EUR,1° Assistant de direction
2024-01-18,10:45,120,Art et Culture III,AM3AC,11 (informatique),EUR,3° Management du tourisme et des loisirs
2024-01-18,10:45,120,Art et Culture III,AM3AC,12 (informatique),EUR,3° Management du tourisme et des loisirs
2024-01-18,10:45,120,Art et Culture III,AM3AC,32 (informatique),EUR,3° Management du tourisme et des loisirs
2024-01-18,10:45,120,Géopolitique,AM3GE,11 (informatique),EUR,3° Management du tourisme et des loisirs
2024-01-18,10:45,120,Géopolitique,AM3GE,12 (informatique),EUR,3° Management du tourisme et des loisirs
2024-01-18,10:45,120,Géopolitique,AM3GE,32 (informatique),EUR,3° Management du tourisme et des loisirs
2024-01-18,10:45,120,Géographie touristique IV,AM3GT,11 (informatique),EUR,3° Management du tourisme et des loisirs
2024-01-18,10:45,120,Géographie touristique IV,AM3GT,12 (informatique),EUR,3° Management du tourisme et des loisirs
2024-01-18,10:45,120,Géographie touristique IV,AM3GT,32 (informatique),EUR,3° Management du tourisme et des loisirs
2024-01-18,11:0,120,Logique et programmation orientée web (Pratique),T1032,L115,LLN,1° Technologie de l'informatique
2024-01-18,11:0,120,Logique et programmation orientée web (Pratique),T1032,L118,LLN,1° Technologie de l'informatique
2024-01-18,11:0,120,Logique et programmation orientée web (Pratique),T1032,L120,LLN,1° Technologie de l'informatique
2024-01-18,11:0,120,Logique et programmation orientée web (Pratique),T1032,L121,LLN,1° Technologie de l'informatique
2024-01-18,11:0,60,Intro HVAC,E2144,S13,SCH,2° Electromécanique
2024-01-18,11:0,60,Intro HVAC,E2144,S30 (sch),SCH,2° Electromécanique
2024-01-18,11:0,30,Commu prof. E / O en Néerlandais,AE3NL,33,EUR,3° Assistant de direction
2024-01-18,11:0,60,HVAC,A3022,S30 (sch),SCH,3° Automatisation
2024-01-18,11:15,60,Anglais premier quadrimestre,X112EN1,105,WLW,1° International Business
2024-01-18,11:15,60,Anglais premier quadrimestre,X112EN1,204,WLW,1° International Business
2024-01-18,12:30,120,Logique câblée,A1031,S13,SCH,1° Automatisation
2024-01-18,12:30,120,Logique câblée,A1031,T1,SCH,1° Automatisation
2024-01-18,12:30,120,Logique câblée,A1031,T4,SCH,1° Automatisation
2024-01-18,12:30,120,Logique câblée,A1031,T7,SCH,1° Automatisation
2024-01-18,12:30,120,Logique câblée,E1101,S13,SCH,1° Electromécanique
2024-01-18,12:30,120,Logique câblée,E1101,S22 (sch),SCH,1° Electromécanique
2024-01-18,12:30,120,Logique câblée,E1101,S30 (sch),SCH,1° Electromécanique
2024-01-18,12:30,30,Labo HVAC,E3042,S12,SCH,3° Electromécanique
2024-01-18,13:0,30,Communication en Allemand,AE2AL,21,EUR,2° Assistant de direction
2024-01-18,13:0,30,Communication en Allemand,AM2AL,34,EUR,2° Management du tourisme et des loisirs
2024-01-18,13:30,30,Anglais premier quadrimestre,C110EN1,103,WLW,1° Comptabilité
2024-01-18,13:30,30,Anglais premier quadrimestre,C110EN1,105,WLW,1° Comptabilité
2024-01-18,13:30,30,Anglais premier quadrimestre,C110EN1,107,WLW,1° Comptabilité
2024-01-18,13:30,30,Anglais premier quadrimestre,C110EN1,207,WLW,1° Comptabilité
2024-01-18,13:30,30,Anglais premier quadrimestre,C110EN1,LR07,LLN,1° Comptabilité
2024-01-18,13:30,60,Marketing management et organisat° des entreprises,C103,101,WLW,1° Comptabilité
2024-01-18,13:30,30,Anglais premier quadrimestre,J106EN1,104,WLW,1° Droit
2024-01-18,13:30,30,Anglais premier quadrimestre,J106EN1,206,WLW,1° Droit
2024-01-18,13:30,30,Anglais premier quadrimestre,B111EN1,208,WLW,1° e-business
2024-01-18,13:30,30,Anglais premier quadrimestre,B111EN1,S27,WLW,1° e-business
2024-01-18,13:30,30,Anglais premier quadrimestre,B111EN1,S29,WLW,1° e-business
2024-01-18,13:30,30,Soft skills au service de l'entreprise,B1211,LR11,LLN,1° e-business
2024-01-18,13:30,30,Soft skills au service de l'entreprise,B1211,S25,WLW,1° e-business
2024-01-18,13:30,60,Anglais premier quadrimestre,X112EN1,203,WLW,1° International Business
2024-01-18,13:30,60,Anglais premier quadrimestre,X112EN1,R27,WLW,1° International Business
2024-01-18,13:30,60,Anglais premier quadrimestre,X112EN1,S24,WLW,1° International Business
2024-01-18,13:30,60,Néerlandais premier quadrimestre,X113NL1,S22,WLW,1° International Business
2024-01-18,13:30,90,Excel,C2111,124,WLW,2° Comptabilité
2024-01-18,13:30,90,Excel,C2111,125,WLW,2° Comptabilité
2024-01-18,13:30,90,Excel,C2111,127,WLW,2° Comptabilité
2024-01-18,13:30,90,Excel,C2111,L115,LLN,2° Comptabilité
2024-01-18,13:30,90,Excel,C2111,L120,LLN,2° Comptabilité
2024-01-18,13:30,90,International logistics principles,X205,A01,WLW,2° International Business
2024-01-18,13:30,90,International logistics principles,X205,BR 01&02,WLW,2° International Business
2024-01-18,13:30,90,International logistics principles,X205,R23,WLW,2° International Business
2024-01-18,13:30,30,Anglais des affaires premier quadrimestre,MK2041,106,WLW,2° Marketing
2024-01-18,13:30,30,Anglais des affaires premier quadrimestre,MK2041,LR14,LLN,2° Marketing
2024-01-18,13:30,30,Néerlandais des affaires premier quadrimestre,MK205NL1,204,WLW,2° Marketing
2024-01-18,13:30,30,Néerlandais des affaires premier quadrimestre,MK205NL1,209,WLW,2° Marketing
2024-01-18,13:30,30,Néerlandais des affaires premier quadrimestre,MK205NL1,R04,WLW,2° Marketing
2024-01-18,13:30,120,Réseaux II (Théorie),T2031,L118,LLN,2° Technologie de l'informatique
2024-01-18,13:30,120,Réseaux II (Théorie),T2031,L121,LLN,2° Technologie de l'informatique
2024-01-18,13:30,120,Réseaux II (Théorie),T2031,L223,LLN,2° Technologie de l'informatique
2024-01-18,13:30,15,Gestion de production et des risques,C3072GEST,LR09,LLN,3° Comptabilité
2024-01-18,13:30,30,Néerlandais des affaires 2,C303NL,201,WLW,3° Comptabilité
2024-01-18,13:30,60,TVA,J3032,S26,WLW,3° Droit
2024-01-18,13:30,30,Plan financier,B3032,S28,WLW,3° e-business
2024-01-18,13:30,120,Procurement & supply chain,MK3033ACH,R23,WLW,3° Marketing
2024-01-18,13:30,120,Procurement & supply chain,MK3033ACH,R26,WLW,3° Marketing
2024-01-18,13:45,20,Droit public,AE2DP,14,EUR,2° Assistant de direction
2024-01-18,13:45,30,Communication en Chinois,AM2CH,31,EUR,2° Management du tourisme et des loisirs
2024-01-18,13:45,30,Commu prof. E / O en Néerlandais,AE3NL,24,EUR,3° Assistant de direction
2024-01-18,14:0,60,Fondements gestion supply chain digitalisée,DISC1,205,WLW,3° Digital Integrated Supply Chain
2024-01-18,15:15,90,Excel,C2111,124,WLW,2° Comptabilité
2024-01-18,15:15,90,Excel,C2111,125,WLW,2° Comptabilité
2024-01-18,15:15,90,Excel,C2111,127,WLW,2° Comptabilité
2024-01-18,15:30,120,Responsabilité civile et assurances,J204,R23,WLW,2° Droit
2024-01-18,15:45,120,Responsabilité civile et assurances,J204,A03,WLW,2° Droit
2024-01-18,15:45,120,Responsabilité civile et assurances,J204,A04,WLW,2° Droit
2024-01-18,15:45,120,Responsabilité civile et assurances,J204,R24,WLW,2° Droit
2024-01-18,15:45,60,Anglais des affaires premier quadrimestre,B2121,A01,WLW,2° e-business
2024-01-18,15:45,60,Anglais des affaires premier quadrimestre,B2121,L128&L129,LLN,2° e-business
2024-01-18,8:30,120,Org. & gest. entreprise I,AE1O1,-2 SALLE,EUR,1° Assistant de direction
2024-01-18,8:30,30,Anglais premier quadrimestre,C110EN1,Teams Oral,LLN,1° Comptabilité
2024-01-18,8:30,60,Anglais premier quadrimestre,C110EN1,A02,WLW,1° Comptabilité
2024-01-18,8:30,60,Anglais premier quadrimestre,C110EN1,A03,WLW,1° Comptabilité
2024-01-18,8:30,60,Anglais premier quadrimestre,C110EN1,A04,WLW,1° Comptabilité
2024-01-18,8:30,60,Anglais premier quadrimestre,C110EN1,BA05,WLW,1° Comptabilité
2024-01-18,8:30,60,Anglais premier quadrimestre,C110EN1,BA06,WLW,1° Comptabilité
2024-01-18,8:30,60,Anglais premier quadrimestre,C110EN1,LA02,LLN,1° Comptabilité
2024-01-18,8:30,60,Anglais premier quadrimestre,C110EN1,S21,WLW,1° Comptabilité
2024-01-18,8:30,60,Anglais premier quadrimestre,C110EN1,S22,WLW,1° Comptabilité
2024-01-18,8:30,60,Anglais premier quadrimestre,C110EN1,S23,WLW,1° Comptabilité
2024-01-18,8:30,60,Anglais premier quadrimestre,C110EN1,S24,WLW,1° Comptabilité
2024-01-18,8:30,60,Anglais premier quadrimestre,C110EN1,S25,WLW,1° Comptabilité
2024-01-18,8:30,60,Anglais premier quadrimestre,J106EN1,A01,WLW,1° Droit
2024-01-18,8:30,30,Anglais premier quadrimestre,B111EN1,Teams Oral,LLN,1° e-business
2024-01-18,8:30,60,Anglais premier quadrimestre,B111EN1,B 11&12,WLW,1° e-business
2024-01-18,8:30,60,Anglais premier quadrimestre,B111EN1,B 21&22,WLW,1° e-business
2024-01-18,8:30,60,Anglais premier quadrimestre,B111EN1,BR 01&02,WLW,1° e-business
2024-01-18,8:30,60,Anglais premier quadrimestre,B111EN1,BS 01&02,WLW,1° e-business
2024-01-18,8:30,60,Anglais premier quadrimestre,B111EN1,LA01,LLN,1° e-business
2024-01-18,8:30,60,Anglais premier quadrimestre,B111EN1,R24,WLW,1° e-business
2024-01-18,8:30,60,Anglais premier quadrimestre,B111EN1,R25,WLW,1° e-business
2024-01-18,8:30,60,Anglais premier quadrimestre,B111EN1,SPV 1&2,WLW,1° e-business
2024-01-18,8:30,60,Anglais premier quadrimestre,B111EN1,SPV3,WLW,1° e-business
2024-01-18,8:30,60,Néerlandais premier quadrimestre,X113NL1,Teams Oral,WLW,1° International Business
2024-01-18,8:30,30,Communication en chinois,AM1CH,31,EUR,1° Management du tourisme et des loisirs
2024-01-18,8:30,30,Communication en espagnol,AM1ES,05,EUR,1° Management du tourisme et des loisirs
2024-01-18,8:30,30,Communication en espagnol,AM1ES,14,EUR,1° Management du tourisme et des loisirs
2024-01-18,8:30,30,Communication en espagnol,AM1ES,26,EUR,1° Management du tourisme et des loisirs
2024-01-18,8:30,120,Logique et programmation orientée web (Pratique),T1032,L115,LLN,1° Technologie de l'informatique
2024-01-18,8:30,120,Logique et programmation orientée web (Pratique),T1032,L118,LLN,1° Technologie de l'informatique
2024-01-18,8:30,120,Logique et programmation orientée web (Pratique),T1032,L120,LLN,1° Technologie de l'informatique
2024-01-18,8:30,120,Logique et programmation orientée web (Pratique),T1032,L121,LLN,1° Technologie de l'informatique
2024-01-18,8:30,30,Néerlandais des affaires premier quadrimestre,B211NL1,Teams Oral,WLW,2° e-business
2024-01-18,8:30,30,Anglais des affaires premier quadrimestre,B2121,203,WLW,2° e-business
2024-01-18,8:30,60,Anglais des affaires I premier quadrimestre,X2021,R03,WLW,2° International Business
2024-01-18,8:30,60,Anglais des affaires I premier quadrimestre,X2021,R04,WLW,2° International Business
2024-01-18,8:30,30,Anglais des affaires premier quadrimestre,MK2041,106,WLW,2° Marketing
2024-01-18,8:30,30,Anglais des affaires premier quadrimestre,MK2041,LR12,LLN,2° Marketing
2024-01-18,8:30,30,Anglais des affaires premier quadrimestre,MK2041,LR14,LLN,2° Marketing
2024-01-18,8:30,30,Néerlandais des affaires premier quadrimestre,MK205NL1,206,WLW,2° Marketing
2024-01-18,8:30,30,Néerlandais des affaires premier quadrimestre,MK205NL1,209,WLW,2° Marketing
2024-01-18,8:30,30,Néerlandais des affaires premier quadrimestre,MK205NL1,R07,WLW,2° Marketing
2024-01-18,8:30,120,Commu prof. E / O en Néerlandais,AE3NL,24,EUR,3° Assistant de direction
2024-01-18,8:30,15,Gestion de production et des risques,C3072GEST,LR09,LLN,3° Comptabilité
2024-01-18,8:30,30,Néerlandais des affaires 2,C303NL,208,WLW,3° Comptabilité
2024-01-18,8:30,60,TVA,J3032,S26,WLW,3° Droit
2024-01-18,8:30,30,Plan financier,B3032,S28,WLW,3° e-business
2024-01-18,8:30,45,Management of an e-business project,B3041BA,L133,LLN,3° e-business
2024-01-18,8:30,60,Néerlandais des affaires II,X315NL,201,WLW,3° International Business
2024-01-18,8:30,30,Entrepreneuriat et innovation,MK3033GEST,124,WLW,3° Marketing
2024-01-18,9:0,60,Fondements gestion supply chain digitalisée,DISC1,205,WLW,3° Digital Integrated Supply Chain
2024-01-19,10:0,60,Anglais premier quadrimestre,X112EN1,Teams Oral,WLW,1° International Business
2024-01-19,10:30,60,Lb machines alternatives triphasées,E2082,S4LE,SCH,2° Electromécanique
2024-01-19,10:45,105,Anglais juridique I,J2061,A01,WLW,2° Droit
2024-01-19,10:45,60,Negotiation Skills,X3013GVI,A02,WLW,3° International Business
2024-01-19,10:45,60,Negotiation Skills,X3013GVI,R23,WLW,3° International Business
2024-01-19,10:45,120,Organisation des entreprises,AM3OR,03-04,EUR,3° Management du tourisme et des loisirs
2024-01-19,11:0,30,Communication en Espagnol,AM2ES,25,EUR,2° Management du tourisme et des loisirs
2024-01-19,11:0,30,Communication en Espagnol,AM2ES,33,EUR,2° Management du tourisme et des loisirs
2024-01-19,12:30,60,Labo DC,E1152,TLAB,SCH,1° Electromécanique
2024-01-19,13:0,120,Maintenance industrielle et intelligente,E312MA,S13,SCH,3° Electromécanique
2024-01-19,13:30,30,Anglais premier quadrimestre,C110EN1,208,WLW,1° Comptabilité
2024-01-19,13:30,30,Anglais premier quadrimestre,J106EN1,204,WLW,1° Droit
2024-01-19,13:30,30,Droit des contrats et de la responsabilité,B102,S24,WLW,1° e-business
2024-01-19,13:30,30,Droit des contrats et de la responsabilité,B102,S26,WLW,1° e-business
2024-01-19,13:30,30,Anglais premier quadrimestre,B111EN1,LR12,LLN,1° e-business
2024-01-19,13:30,30,Anglais premier quadrimestre,B111EN1,S22,WLW,1° e-business
2024-01-19,13:30,30,Anglais premier quadrimestre,B111EN1,S23,WLW,1° e-business
2024-01-19,13:30,30,Anglais premier quadrimestre,B111EN1,S28,WLW,1° e-business
2024-01-19,13:30,30,Soft skills au service de l'entreprise,B1211,R27,WLW,1° e-business
2024-01-19,13:30,30,Soft skills au service de l'entreprise,B1211,R28,WLW,1° e-business
2024-01-19,13:30,30,Soft skills au service de l'entreprise,B1211,S21,WLW,1° e-business
2024-01-19,13:30,60,Anglais premier quadrimestre,X112EN1,S25,WLW,1° International Business
2024-01-19,13:30,30,Communication en anglais,AM1AN,LR09,LLN,1° Management du tourisme et des loisirs
2024-01-19,13:30,30,Approche du consommateur,MK1081,106,WLW,1° Marketing
2024-01-19,13:30,30,Anglais premier quadrimestre,MK111EN1,203,WLW,1° Marketing
2024-01-19,13:30,30,Anglais premier quadrimestre,MK111EN1,R04,WLW,1° Marketing
2024-01-19,13:30,30,Anglais premier quadrimestre,MK111EN1,R07,WLW,1° Marketing
2024-01-19,13:30,30,Néerlandais premier quadrimestre,MK112NL1,104,WLW,1° Marketing
2024-01-19,13:30,30,Néerlandais premier quadrimestre,MK112NL1,107,WLW,1° Marketing
2024-01-19,13:30,30,Néerlandais premier quadrimestre,MK112NL1,Teams Oral,LLN,1° Marketing
2024-01-19,13:30,20,Electricité I (Théorie),T1041,P.C. (UCL),LLN,1° Technologie de l'informatique
2024-01-19,13:30,60,Anglais juridique I,J2061,105,WLW,2° Droit
2024-01-19,13:30,30,Néerlandais des affaires premier quadrimestre,B211NL1,Teams Oral,WLW,2° e-business
2024-01-19,13:30,120,Etudes de marchés,X2061,A01,WLW,2° International Business
2024-01-19,13:30,120,Etudes de marchés,X2061,A04,WLW,2° International Business
2024-01-19,13:30,120,Etudes de marchés,X2061,R23,WLW,2° International Business
2024-01-19,13:30,120,Etudes de marchés,X2061,R24,WLW,2° International Business
2024-01-19,13:30,15,Systèmes d'exploitation II (Pratique),T2052,L121,LLN,2° Technologie de l'informatique
2024-01-19,13:30,120,"Reporting, tableaux de bord et exercices intégrés",C3102,124,WLW,3° Comptabilité
2024-01-19,13:30,120,"Reporting, tableaux de bord et exercices intégrés",C3102,125,WLW,3° Comptabilité
2024-01-19,13:30,120,"Reporting, tableaux de bord et exercices intégrés",C3102,127,WLW,3° Comptabilité
2024-01-19,13:30,120,"Reporting, tableaux de bord et exercices intégrés",C3102,128,WLW,3° Comptabilité
2024-01-19,13:30,120,"Reporting, tableaux de bord et exercices intégrés",C3102,202,WLW,3° Comptabilité
2024-01-19,13:30,120,"Reporting, tableaux de bord et exercices intégrés",C3102,L115,LLN,3° Comptabilité
2024-01-19,13:30,120,"Reporting, tableaux de bord et exercices intégrés",C3102,L118,LLN,3° Comptabilité
2024-01-19,13:30,120,"Reporting, tableaux de bord et exercices intégrés",C3102,L120,LLN,3° Comptabilité
2024-01-19,13:30,120,"Reporting, tableaux de bord et exercices intégrés",C3102,R30,WLW,3° Comptabilité
2024-01-19,13:30,20,Corporate communication and negotiation,B301,205,WLW,3° e-business
2024-01-19,13:30,60,International Markets (USA),X3032AMUS,201,WLW,3° International Business
2024-01-19,13:30,15,Gestion de projet avancée,T3041,L124,LLN,3° Technologie de l'informatique
2024-01-19,13:45,30,Communication en anglais,AM1AN,31,EUR,1° Management du tourisme et des loisirs
2024-01-19,13:45,30,Communication en anglais,AM1AN,34,EUR,1° Management du tourisme et des loisirs
2024-01-19,13:45,120,Comptabilité générale I,AE2C1,22-23,EUR,2° Assistant de direction
2024-01-19,13:45,30,Communication en Espagnol,AM2ES,26,EUR,2° Management du tourisme et des loisirs
2024-01-19,13:45,30,Communication en Espagnol,AM2ES,33,EUR,2° Management du tourisme et des loisirs
2024-01-19,14:30,30,Anglais premier quadrimestre,C110EN1,103,WLW,1° Comptabilité
2024-01-19,14:30,30,Anglais des affaires 1 premier quadrimestre,C2091,101,WLW,2° Comptabilité
2024-01-19,16:0,30,T.P. en commerce international II,X2012,207,WLW,2° International Business
2024-01-19,8:30,30,Communication orale en Anglais,AE1AO,26,EUR,1° Assistant de direction
2024-01-19,8:30,30,Anglais premier quadrimestre,C110EN1,201,WLW,1° Comptabilité
2024-01-19,8:30,30,Anglais premier quadrimestre,C110EN1,207,WLW,1° Comptabilité
2024-01-19,8:30,30,Anglais premier quadrimestre,C110EN1,LR07,LLN,1° Comptabilité
2024-01-19,8:30,30,Anglais premier quadrimestre,C110EN1,LR08,LLN,1° Comptabilité
2024-01-19,8:30,30,Communication,J105,106,WLW,1° Droit
2024-01-19,8:30,30,Anglais premier quadrimestre,J106EN1,103,WLW,1° Droit
2024-01-19,8:30,30,Anglais premier quadrimestre,J106EN1,203,WLW,1° Droit
